"u_tarefa","u_matricula","u_nome","u_grupo_acionado","u_acao","u_status","u_data_e_hora_inicio","u_data_e_hora_fim","sys_created_on","sys_created_by","u_em_analise_por_historico","sys_tags","sys_updated_on","sys_updated_by","sys_mod_count"
"TSK240800125120","","","CAMPO FMO TRIAGEM TRJ 1","Anotações de Trabalho","Não Iniciado","26/08/2024 00:00:31","26/08/2024 00:00:31","26/08/2024 00:00:31","system","","","26/08/2024 00:00:31","system","0"
"TSK240800125120","","","CAMPO FMO TRIAGEM TRJ 1","Anotações de Trabalho","Não Iniciado","26/08/2024 00:00:31","26/08/2024 00:00:31","26/08/2024 00:00:31","system","","","26/08/2024 00:00:31","system","0"
"TSK240800125120","System","wfm_agent","CAMPO FMO TRIAGEM TRJ 1","Anotações de Trabalho","Não Iniciado","26/08/2024 00:00:48","26/08/2024 00:00:48","26/08/2024 00:00:48","wfm_agent","","","26/08/2024 00:00:48","wfm_agent","0"
"TSK240800120798","System","wfm_agent","CAMPO FMMT TRJ","Anotações de Trabalho","Não Concluído","26/08/2024 00:00:48","26/08/2024 00:00:48","26/08/2024 00:00:48","wfm_agent","","","26/08/2024 00:00:48","wfm_agent","0"
"TSK240800118904","System","wfm_agent","CAMPO FMMT TNE 2","Anotações de Trabalho","Iniciado","26/08/2024 00:01:25","26/08/2024 00:01:25","26/08/2024 00:01:25","wfm_agent","","","26/08/2024 00:01:25","wfm_agent","0"
"TSK240800044505","isoc_acesso","isoc_acesso","CAMPO FMMT TCO","Anotações de Trabalho","Concluido","26/08/2024 00:01:37","26/08/2024 00:01:37","26/08/2024 00:01:37","isoc_acesso","","","26/08/2024 00:01:37","isoc_acesso","0"
"TSK240800118825","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:01:37","","26/08/2024 00:01:37","system","","","26/08/2024 00:01:37","system","0"
"TSK240800044419","isoc_acesso","isoc_acesso","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Concluido","26/08/2024 00:01:41","26/08/2024 00:01:41","26/08/2024 00:01:41","isoc_acesso","","","26/08/2024 00:01:41","isoc_acesso","0"
"TSK240800123197","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 00:01:44","","26/08/2024 00:01:44","system","","","26/08/2024 00:01:44","system","0"
"TSK240800044495","isoc_acesso","isoc_acesso","CAMPO FMO TRJ 1","Anotações de Trabalho","Concluido","26/08/2024 00:01:46","26/08/2024 00:01:46","26/08/2024 00:01:46","isoc_acesso","","","26/08/2024 00:01:46","isoc_acesso","0"
"TSK240800125127","","","CAMPO FMMT TNO","Alteração de Status","Não Iniciado","26/08/2024 00:01:48","","26/08/2024 00:01:48","system","","","26/08/2024 00:01:48","system","0"
"TSK240800118904","System","wfm_agent","CAMPO FMMT TNE 2","Anotações de Trabalho","Iniciado","26/08/2024 00:01:54","26/08/2024 00:01:54","26/08/2024 00:01:54","wfm_agent","","","26/08/2024 00:01:54","wfm_agent","0"
"TSK240800123659","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 00:01:59","","26/08/2024 00:01:59","system","","","26/08/2024 00:01:59","system","0"
"TSK240800125029","8058997","F8058997","CAMPO FMO TRIAGEM TSP 1","Alteração de Status","Concluido","26/08/2024 00:02:43","","26/08/2024 00:02:43","F8058997","","","26/08/2024 00:02:43","F8058997","0"
"TSK240800123820","","","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 00:02:46","","26/08/2024 00:02:46","system","","","26/08/2024 00:02:46","system","0"
"TSK240800122514","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:02:49","","26/08/2024 00:02:49","system","","","26/08/2024 00:02:49","system","0"
"TSK240800121643","","","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 00:02:52","","26/08/2024 00:02:52","system","","","26/08/2024 00:02:52","system","0"
"TSK240800125131","","","CAMPO FMMT TMG","Alteração de Status","Não Iniciado","26/08/2024 00:02:55","","26/08/2024 00:02:55","system","","","26/08/2024 00:02:55","system","0"
"TSK240800121784","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 00:03:24","","26/08/2024 00:03:24","system","","","26/08/2024 00:03:24","system","0"
"TSK240800121784","","","CAMPO FMMT TMG","Anotações de Trabalho","Concluido","26/08/2024 00:03:25","26/08/2024 00:03:25","26/08/2024 00:03:25","system","","","26/08/2024 00:03:25","system","0"
"TSK240800121784","","","CAMPO FMMT TMG","Anotações de Trabalho","Concluido","26/08/2024 00:03:25","26/08/2024 00:03:25","26/08/2024 00:03:25","system","","","26/08/2024 00:03:25","system","0"
"TSK240800125106","System","wfm_agent","CAMPO FMO TCO","Anotações de Trabalho","Iniciado","26/08/2024 00:03:27","26/08/2024 00:03:27","26/08/2024 00:03:27","wfm_agent","","","26/08/2024 00:03:27","wfm_agent","0"
"TSK240800125106","System","wfm_agent","CAMPO FMO TCO","Alteração de Status","Iniciado","26/08/2024 00:00:56","26/08/2024 00:03:33","26/08/2024 00:00:56","wfm_agent","","","26/08/2024 00:03:33","system","1"
"TSK240800121669","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:03:35","","26/08/2024 00:03:35","system","","","26/08/2024 00:03:35","system","0"
"TSK240800120176","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:03:41","","26/08/2024 00:03:41","system","","","26/08/2024 00:03:41","system","0"
"TSK240800125128","8045032","F8045032","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Não Iniciado","26/08/2024 00:03:48","26/08/2024 00:03:48","26/08/2024 00:03:48","F8045032","","","26/08/2024 00:03:48","F8045032","0"
"TSK240800125161","","","CAMPO FMMT TNO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:03:57","26/08/2024 00:03:57","26/08/2024 00:03:57","system","","","26/08/2024 00:03:57","system","0"
"TSK240800125161","","","CAMPO FMMT TNO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:03:57","26/08/2024 00:03:57","26/08/2024 00:03:57","system","","","26/08/2024 00:03:57","system","0"
"TSK240800125042","System","wfm_agent","CAMPO FMO TCO","Alteração de Status","Iniciado","26/08/2024 00:03:03","26/08/2024 00:03:59","26/08/2024 00:03:03","wfm_agent","","","26/08/2024 00:03:59","system","1"
"TSK240800122917","","","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 00:04:11","","26/08/2024 00:04:11","system","","","26/08/2024 00:04:11","system","0"
"TSK240800125042","System","wfm_agent","CAMPO FMO TCO","Anotações de Trabalho","Não Concluído","26/08/2024 00:04:12","26/08/2024 00:04:12","26/08/2024 00:04:12","wfm_agent","","","26/08/2024 00:04:12","wfm_agent","0"
"TSK240800125161","System","wfm_agent","CAMPO FMMT TNO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:04:12","26/08/2024 00:04:12","26/08/2024 00:04:12","wfm_agent","","","26/08/2024 00:04:12","wfm_agent","0"
"TSK240800114178","","","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 00:04:17","","26/08/2024 00:04:17","system","","","26/08/2024 00:04:17","system","0"
"TSK240800121293","","","CAMPO FMMT TMG","Alteração de Status","Validar","26/08/2024 00:04:27","","26/08/2024 00:04:27","system","","","26/08/2024 00:04:27","system","0"
"TSK240800124471","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:04:54","26/08/2024 00:04:54","26/08/2024 00:04:54","wfm_agent","","","26/08/2024 00:04:54","wfm_agent","0"
"TSK240800103451","","","CAMPO FMMT TCO","Alteração de Status","Concluido","26/08/2024 00:05:29","","26/08/2024 00:05:29","system","","","26/08/2024 00:05:29","system","0"
"TSK240800122928","","","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 00:05:38","","26/08/2024 00:05:38","system","","","26/08/2024 00:05:38","system","0"
"TSK240800123478","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 00:05:56","","26/08/2024 00:05:56","system","","","26/08/2024 00:05:56","system","0"
"TSK240800097499","","","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 00:05:59","","26/08/2024 00:05:59","system","","","26/08/2024 00:05:59","system","0"
"TSK240800123501","","","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 00:06:10","","26/08/2024 00:06:10","system","","","26/08/2024 00:06:10","system","0"
"TSK240800044505","isoc_acesso","isoc_acesso","CAMPO FMMT TCO","Anotações de Trabalho","Concluido","26/08/2024 00:06:16","26/08/2024 00:06:16","26/08/2024 00:06:16","isoc_acesso","","","26/08/2024 00:06:16","isoc_acesso","0"
"TSK240800122118","","","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 00:06:17","","26/08/2024 00:06:17","system","","","26/08/2024 00:06:17","system","0"
"TSK240800044419","isoc_acesso","isoc_acesso","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Concluido","26/08/2024 00:06:20","26/08/2024 00:06:20","26/08/2024 00:06:20","isoc_acesso","","","26/08/2024 00:06:20","isoc_acesso","0"
"TSK240800044495","isoc_acesso","isoc_acesso","CAMPO FMO TRJ 1","Anotações de Trabalho","Concluido","26/08/2024 00:06:24","26/08/2024 00:06:24","26/08/2024 00:06:24","isoc_acesso","","","26/08/2024 00:06:24","isoc_acesso","0"
"TSK240800125130","isoc_acesso","isoc_acesso","CAMPO FIBRA OPTICA TSP ALPITEL","Anotações de Trabalho","Não Iniciado","26/08/2024 00:06:28","26/08/2024 00:06:28","26/08/2024 00:06:28","isoc_acesso","","","26/08/2024 00:06:28","isoc_acesso","0"
"TSK240800117677","","","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 00:06:57","","26/08/2024 00:06:57","system","","","26/08/2024 00:06:57","system","0"
"TSK240800118657","","","CAMPO FMO TRJ 2","Alteração de Status","Concluido","26/08/2024 00:06:58","","26/08/2024 00:06:58","system","","","26/08/2024 00:06:58","system","0"
"TSK240800125167","8061990","F8061990","CAMPO FMMT TCO","Alteração de Status","Não Iniciado","26/08/2024 00:07:13","26/08/2024 00:07:14","26/08/2024 00:07:13","F8061990","","","26/08/2024 00:07:14","F8061990","1"
"TSK240800125167","8061990","F8061990","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:07:14","26/08/2024 00:07:14","26/08/2024 00:07:14","F8061990","","","26/08/2024 00:07:14","F8061990","0"
"TSK240800125167","8061990","F8061990","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:07:14","26/08/2024 00:07:14","26/08/2024 00:07:14","F8061990","","","26/08/2024 00:07:14","F8061990","0"
"TSK240800123720","","","CAMPO FMMT TNE 2","Alteração de Status","Concluido","26/08/2024 00:07:29","","26/08/2024 00:07:29","system","","","26/08/2024 00:07:29","system","0"
"TSK240800122004","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:07:31","","26/08/2024 00:07:31","system","","","26/08/2024 00:07:31","system","0"
"TSK240800119447","","","CAMPO FMMT TCO","Alteração de Status","Concluido","26/08/2024 00:07:44","","26/08/2024 00:07:44","system","","","26/08/2024 00:07:44","system","0"
"TSK240800125167","8061990","F8061990","CAMPO FMMT TCO","Alteração de Status","Pendente","26/08/2024 00:07:14","26/08/2024 00:07:47","26/08/2024 00:07:14","F8061990","","","26/08/2024 00:07:47","system","1"
"TSK240800124720","System","wfm_agent","CAMPO FMMT TRJ","Anotações de Trabalho","Não Iniciado","26/08/2024 00:07:54","26/08/2024 00:07:54","26/08/2024 00:07:54","wfm_agent","","","26/08/2024 00:07:54","wfm_agent","0"
"TSK240800122330","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:07:55","","26/08/2024 00:07:55","system","","","26/08/2024 00:07:55","system","0"
"TSK240800122168","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 00:07:57","","26/08/2024 00:07:57","system","","","26/08/2024 00:07:57","system","0"
"TSK240800123895","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:08:00","","26/08/2024 00:08:00","system","","","26/08/2024 00:08:00","system","0"
"TSK240800123928","","","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 00:08:10","","26/08/2024 00:08:10","system","","","26/08/2024 00:08:10","system","0"
"TSK240800121677","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:08:14","","26/08/2024 00:08:14","system","","","26/08/2024 00:08:14","system","0"
"TSK240800119432","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:08:17","","26/08/2024 00:08:17","system","","","26/08/2024 00:08:17","system","0"
"TSK240800124797","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:08:55","26/08/2024 00:08:55","26/08/2024 00:08:55","wfm_agent","","","26/08/2024 00:08:55","wfm_agent","0"
"TSK240800120459","","","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 00:09:01","","26/08/2024 00:09:01","system","","","26/08/2024 00:09:01","system","0"
"TSK240800121419","","","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 00:09:47","","26/08/2024 00:09:47","system","","","26/08/2024 00:09:47","system","0"
"TSK240800122942","","","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 00:10:14","","26/08/2024 00:10:14","system","","","26/08/2024 00:10:14","system","0"
"TSK240800122283","","","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 00:10:17","","26/08/2024 00:10:17","system","","","26/08/2024 00:10:17","system","0"
"TSK240800123639","","","CAMPO FMMT TNE 2","Alteração de Status","Concluido","26/08/2024 00:10:29","","26/08/2024 00:10:29","system","","","26/08/2024 00:10:29","system","0"
"TSK240800120689","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:10:31","","26/08/2024 00:10:31","system","","","26/08/2024 00:10:31","system","0"
"TSK240800125106","System","wfm_agent","CAMPO FMO TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:10:54","26/08/2024 00:10:54","26/08/2024 00:10:54","wfm_agent","","","26/08/2024 00:10:54","wfm_agent","0"
"TSK240800122424","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:11:00","","26/08/2024 00:11:00","system","","","26/08/2024 00:11:00","system","0"
"TSK240800122304","","","CAMPO FMMT TSL","Alteração de Status","Concluido","26/08/2024 00:11:00","","26/08/2024 00:11:00","system","","","26/08/2024 00:11:00","system","0"
"TSK240800121214","","","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 00:11:02","","26/08/2024 00:11:02","system","","","26/08/2024 00:11:02","system","0"
"TSK240800119458","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:11:17","","26/08/2024 00:11:17","system","","","26/08/2024 00:11:17","system","0"
"TSK240800044505","isoc_acesso","isoc_acesso","CAMPO FMMT TCO","Anotações de Trabalho","Concluido","26/08/2024 00:11:21","26/08/2024 00:11:21","26/08/2024 00:11:21","isoc_acesso","","","26/08/2024 00:11:21","isoc_acesso","0"
"TSK240800125075","8058997","F8058997","CAMPO FMO TRIAGEM TSP 1","Alteração de Status","Concluido","26/08/2024 00:11:23","","26/08/2024 00:11:23","F8058997","","","26/08/2024 00:11:23","F8058997","0"
"TSK240800125075","8058997","F8058997","CAMPO FMO TRIAGEM TSP 1","Alteração de Status","Iniciado","26/08/2024 00:06:47","26/08/2024 00:11:23","26/08/2024 00:06:47","F8058997","","","26/08/2024 00:11:23","F8058997","1"
"TSK240800044419","isoc_acesso","isoc_acesso","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Concluido","26/08/2024 00:11:25","26/08/2024 00:11:25","26/08/2024 00:11:25","isoc_acesso","","","26/08/2024 00:11:25","isoc_acesso","0"
"TSK240800044495","isoc_acesso","isoc_acesso","CAMPO FMO TRJ 1","Anotações de Trabalho","Concluido","26/08/2024 00:11:28","26/08/2024 00:11:28","26/08/2024 00:11:28","isoc_acesso","","","26/08/2024 00:11:28","isoc_acesso","0"
"TSK240800121121","","","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 00:11:39","","26/08/2024 00:11:39","system","","","26/08/2024 00:11:39","system","0"
"TSK240800123739","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 00:11:51","","26/08/2024 00:11:51","system","","","26/08/2024 00:11:51","system","0"
"TSK240800125019","System","wfm_agent","CAMPO FMMT TRJ","Anotações de Trabalho","Não Iniciado","26/08/2024 00:11:54","26/08/2024 00:11:54","26/08/2024 00:11:54","wfm_agent","","","26/08/2024 00:11:54","wfm_agent","0"
"TSK240800118960","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:11:55","26/08/2024 00:11:55","26/08/2024 00:11:55","wfm_agent","","","26/08/2024 00:11:55","wfm_agent","0"
"TSK240800123142","","","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 00:11:59","","26/08/2024 00:11:59","system","","","26/08/2024 00:11:59","system","0"
"TSK240800125172","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 00:12:12","","26/08/2024 00:12:12","system","","","26/08/2024 00:12:12","system","0"
"TSK240800116979","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:12:31","","26/08/2024 00:12:31","system","","","26/08/2024 00:12:31","system","0"
"TSK240800123523","","","CAMPO FMMT TNE 2","Alteração de Status","Concluido","26/08/2024 00:12:40","","26/08/2024 00:12:40","system","","","26/08/2024 00:12:40","system","0"
"TSK240800123482","","","CAMPO FMMT TNE 2","Alteração de Status","Concluido","26/08/2024 00:12:54","","26/08/2024 00:12:54","system","","","26/08/2024 00:12:54","system","0"
"TSK240800124035","","","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 00:13:08","","26/08/2024 00:13:08","system","","","26/08/2024 00:13:08","system","0"
"TSK240800122301","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:13:33","","26/08/2024 00:13:33","system","","","26/08/2024 00:13:33","system","0"
"TSK240800118330","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 00:13:41","","26/08/2024 00:13:41","system","","","26/08/2024 00:13:41","system","0"
"TSK240800122235","System","wfm_agent","CAMPO FMMT TSP","Alteração de Status","Iniciado","26/08/2024 00:12:52","26/08/2024 00:13:44","26/08/2024 00:12:52","wfm_agent","","","26/08/2024 00:13:44","system","1"
"TSK240800053262","","","CAMPO FMMT TSL","Alteração de Status","Concluido","26/08/2024 00:13:49","","26/08/2024 00:13:49","system","","","26/08/2024 00:13:49","system","0"
"TSK240800121517","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:13:53","","26/08/2024 00:13:53","system","","","26/08/2024 00:13:53","system","0"
"TSK240800123862","","","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 00:13:55","","26/08/2024 00:13:55","system","","","26/08/2024 00:13:55","system","0"
"TSK240800122014","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:13:57","","26/08/2024 00:13:57","system","","","26/08/2024 00:13:57","system","0"
"TSK240800107793","8089235","F8089235","CAMPO FIBRA OPTICA TSP ALPITEL","Anotações de Trabalho","Não Iniciado","26/08/2024 00:14:16","26/08/2024 00:14:16","26/08/2024 00:14:16","F8089235","","","26/08/2024 00:14:16","F8089235","0"
"TSK240800125019","System","wfm_agent","CAMPO FMMT TRJ","Anotações de Trabalho","Não Iniciado","26/08/2024 00:14:24","26/08/2024 00:14:24","26/08/2024 00:14:24","wfm_agent","","","26/08/2024 00:14:24","wfm_agent","0"
"TSK240800123932","System","wfm_agent","CAMPO FMMT TNE 2","Anotações de Trabalho","Iniciado","26/08/2024 00:14:54","26/08/2024 00:14:54","26/08/2024 00:14:54","wfm_agent","","","26/08/2024 00:14:54","wfm_agent","0"
"TSK240800123932","System","wfm_agent","CAMPO FMMT TNE 2","Anotações de Trabalho","Iniciado","26/08/2024 00:14:55","26/08/2024 00:14:55","26/08/2024 00:14:55","wfm_agent","","","26/08/2024 00:14:55","wfm_agent","0"
"TSK240800123932","System","wfm_agent","CAMPO FMMT TNE 2","Alteração de Status","Iniciado","26/08/2024 00:11:07","26/08/2024 00:15:08","26/08/2024 00:11:07","wfm_agent","","","26/08/2024 00:15:08","system","1"
"TSK240800120322","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Não Iniciado","26/08/2024 00:15:17","26/08/2024 00:15:17","26/08/2024 00:15:17","wfm_agent","","","26/08/2024 00:15:17","wfm_agent","0"
"TSK240800113481","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 00:15:27","","26/08/2024 00:15:27","system","","","26/08/2024 00:15:27","system","0"
"TSK240800124531","8060470","F8060470","CAMPO FMMT TSL","Anotações de Trabalho","Não Iniciado","26/08/2024 00:15:27","26/08/2024 00:15:27","26/08/2024 00:15:27","F8060470","","","26/08/2024 00:15:27","F8060470","0"
"TSK240800044505","isoc_acesso","isoc_acesso","CAMPO FMMT TCO","Anotações de Trabalho","Concluido","26/08/2024 00:16:23","26/08/2024 00:16:23","26/08/2024 00:16:23","isoc_acesso","","","26/08/2024 00:16:23","isoc_acesso","0"
"TSK240800044419","isoc_acesso","isoc_acesso","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Concluido","26/08/2024 00:16:26","26/08/2024 00:16:26","26/08/2024 00:16:26","isoc_acesso","","","26/08/2024 00:16:26","isoc_acesso","0"
"TSK240800044495","isoc_acesso","isoc_acesso","CAMPO FMO TRJ 1","Anotações de Trabalho","Concluido","26/08/2024 00:16:30","26/08/2024 00:16:30","26/08/2024 00:16:30","isoc_acesso","","","26/08/2024 00:16:30","isoc_acesso","0"
"TSK240800121524","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:16:42","","26/08/2024 00:16:42","system","","","26/08/2024 00:16:42","system","0"
"TSK240700127379","","","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 00:16:44","","26/08/2024 00:16:44","system","","","26/08/2024 00:16:44","system","0"
"TSK240800123077","System","wfm_agent","CAMPO FMMT TNO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:16:54","26/08/2024 00:16:54","26/08/2024 00:16:54","wfm_agent","","","26/08/2024 00:16:54","wfm_agent","0"
"TSK240800123206","System","wfm_agent","CAMPO FMMT TNO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:17:24","26/08/2024 00:17:24","26/08/2024 00:17:24","wfm_agent","","","26/08/2024 00:17:24","wfm_agent","0"
"TSK240800123051","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:17:29","","26/08/2024 00:17:29","system","","","26/08/2024 00:17:29","system","0"
"TSK240800123311","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:17:33","","26/08/2024 00:17:33","system","","","26/08/2024 00:17:33","system","0"
"TSK240800123369","","","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 00:17:36","","26/08/2024 00:17:36","system","","","26/08/2024 00:17:36","system","0"
"TSK240800118951","8089235","F8089235","CAMPO FMMT TSP","Anotações de Trabalho","Não Iniciado","26/08/2024 00:17:39","26/08/2024 00:17:39","26/08/2024 00:17:39","F8089235","","","26/08/2024 00:17:39","F8089235","0"
"TSK240800124000","System","wfm_agent","CAMPO FMMT TNO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:17:54","26/08/2024 00:17:54","26/08/2024 00:17:54","wfm_agent","","","26/08/2024 00:17:54","wfm_agent","0"
"TSK240800123217","","","CAMPO FMMT TNE 2","Alteração de Status","Concluido","26/08/2024 00:18:07","","26/08/2024 00:18:07","system","","","26/08/2024 00:18:07","system","0"
"TSK240800125076","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Não Iniciado","26/08/2024 00:18:24","26/08/2024 00:18:24","26/08/2024 00:18:24","wfm_agent","","","26/08/2024 00:18:24","wfm_agent","0"
"TSK240800123270","8064679","F8064679","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:18:57","26/08/2024 00:18:57","26/08/2024 00:18:57","F8064679","","","26/08/2024 00:18:57","F8064679","0"
"TSK240800123270","8064679","F8064679","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:18:57","26/08/2024 00:18:57","26/08/2024 00:18:57","F8064679","","","26/08/2024 00:18:57","F8064679","0"
"TSK240800123054","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:19:25","26/08/2024 00:19:25","26/08/2024 00:19:25","wfm_agent","","","26/08/2024 00:19:25","wfm_agent","0"
"TSK240800122995","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 00:19:41","","26/08/2024 00:19:41","system","","","26/08/2024 00:19:41","system","0"
"TSK240800121668","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 00:19:43","","26/08/2024 00:19:43","system","","","26/08/2024 00:19:43","system","0"
"TSK240800121834","8060467","F8060467","CAMPO FMO TRJ 2","Anotações de Trabalho","Não Iniciado","26/08/2024 00:19:49","26/08/2024 00:19:49","26/08/2024 00:19:49","F8060467","","","26/08/2024 00:19:49","F8060467","0"
"TSK240800122656","","","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 00:19:50","","26/08/2024 00:19:50","system","","","26/08/2024 00:19:50","system","0"
"TSK240800124798","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 00:19:54","26/08/2024 00:19:54","26/08/2024 00:19:54","wfm_agent","","","26/08/2024 00:19:54","wfm_agent","0"
"TSK240800125183","8059400","F8059400","CAMPO FMMT TRJ","Alteração de Status","Não Iniciado","26/08/2024 00:20:05","26/08/2024 00:20:06","26/08/2024 00:20:05","F8059400","","","26/08/2024 00:20:06","F8059400","1"
"TSK240800121439","System","wfm_agent","CAMPO FMMT TSP","Alteração de Status","Iniciado","26/08/2024 00:19:13","26/08/2024 00:20:07","26/08/2024 00:19:13","wfm_agent","","","26/08/2024 00:20:07","system","1"
"TSK240800125183","8059400","F8059400","CAMPO FMMT TRJ","Alteração de Status","Pendente","26/08/2024 00:20:06","26/08/2024 00:20:40","26/08/2024 00:20:06","F8059400","","","26/08/2024 00:20:40","system","1"
"TSK240800122573","","","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 00:20:40","","26/08/2024 00:20:40","system","","","26/08/2024 00:20:40","system","0"
"TSK240800121658","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Iniciado","26/08/2024 00:20:55","26/08/2024 00:20:55","26/08/2024 00:20:55","wfm_agent","","","26/08/2024 00:20:55","wfm_agent","0"
"TSK240800120684","","","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 00:20:56","","26/08/2024 00:20:56","system","","","26/08/2024 00:20:56","system","0"
"TSK240800123939","","","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 00:20:56","","26/08/2024 00:20:56","system","","","26/08/2024 00:20:56","system","0"
"TSK240800123614","","","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 00:20:58","","26/08/2024 00:20:58","system","","","26/08/2024 00:20:58","system","0"
"TSK240800123951","System","wfm_agent","CAMPO FMMT TMG","Anotações de Trabalho","Não Iniciado","26/08/2024 00:21:00","26/08/2024 00:21:00","26/08/2024 00:21:00","wfm_agent","","","26/08/2024 00:21:00","wfm_agent","0"
"TSK240800120392","8089235","F8089235","CAMPO FIBRA OPTICA TSP ALPITEL","Anotações de Trabalho","Não Iniciado","26/08/2024 00:21:10","26/08/2024 00:21:10","26/08/2024 00:21:10","F8089235","","","26/08/2024 00:21:10","F8089235","0"
