"u_tarefa","u_matricula","u_nome","u_grupo_acionado","u_acao","u_status","u_data_e_hora_inicio","u_data_e_hora_fim","sys_created_on","sys_created_by","u_em_analise_por_historico","sys_tags","sys_updated_on","sys_updated_by","sys_mod_count"
"TSK240800121348","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 03:31:37","26/08/2024 04:34:39","26/08/2024 03:31:37","system","","","26/08/2024 04:34:39","system","1"
"TSK240800121348","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:34:39","","26/08/2024 04:34:39","system","","","26/08/2024 04:34:39","system","0"
"TSK240800123852","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 04:35:54","","26/08/2024 04:35:54","system","","","26/08/2024 04:35:54","system","0"
"TSK240800124431","","","CAMPO FMMT TCO","Alteração de Status","Concluido","26/08/2024 04:36:02","","26/08/2024 04:36:02","system","","","26/08/2024 04:36:02","system","0"
"TSK240800122350","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:36:06","","26/08/2024 04:36:06","system","","","26/08/2024 04:36:06","system","0"
"TSK240800044505","isoc_acesso","isoc_acesso","CAMPO FMMT TCO","Anotações de Trabalho","Concluido","26/08/2024 04:36:13","26/08/2024 04:36:13","26/08/2024 04:36:13","isoc_acesso","","","26/08/2024 04:36:13","isoc_acesso","0"
"TSK240800044419","isoc_acesso","isoc_acesso","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Concluido","26/08/2024 04:36:16","26/08/2024 04:36:16","26/08/2024 04:36:16","isoc_acesso","","","26/08/2024 04:36:16","isoc_acesso","0"
"TSK240800044495","isoc_acesso","isoc_acesso","CAMPO FMO TRJ 1","Anotações de Trabalho","Concluido","26/08/2024 04:36:19","26/08/2024 04:36:19","26/08/2024 04:36:19","isoc_acesso","","","26/08/2024 04:36:19","isoc_acesso","0"
"TSK240800124595","System","wfm_agent","CAMPO FMO TSP 1","Anotações de Trabalho","Não Iniciado","26/08/2024 04:36:29","26/08/2024 04:36:29","26/08/2024 04:36:29","wfm_agent","","","26/08/2024 04:36:29","wfm_agent","0"
"TSK240800123665","","","CAMPO FMMT TNE 2","Alteração de Status","Concluido","26/08/2024 04:36:49","","26/08/2024 04:36:49","system","","","26/08/2024 04:36:49","system","0"
"TSK240800116480","System","wfm_agent","CAMPO FMO TSP 1","Anotações de Trabalho","Não Iniciado","26/08/2024 04:37:01","26/08/2024 04:37:01","26/08/2024 04:37:01","wfm_agent","","","26/08/2024 04:37:01","wfm_agent","0"
"TSK240800123510","","","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 04:37:03","","26/08/2024 04:37:03","system","","","26/08/2024 04:37:03","system","0"
"TSK240800122541","System","admin","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 04:37:11","","26/08/2024 04:37:11","admin","","","26/08/2024 04:37:11","admin","0"
"TSK240800111041","System","admin","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 04:37:12","","26/08/2024 04:37:12","admin","","","26/08/2024 04:37:12","admin","0"
"TSK240800115511","System","admin","CAMPO FMO TRJ 1","Alteração de Status","Concluido","26/08/2024 04:37:13","","26/08/2024 04:37:13","admin","","","26/08/2024 04:37:13","admin","0"
"TSK240800122303","","","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 04:37:18","","26/08/2024 04:37:18","system","","","26/08/2024 04:37:18","system","0"
"TSK240800117582","System","admin","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 04:37:43","","26/08/2024 04:37:43","admin","","","26/08/2024 04:37:43","admin","0"
"TSK240800120392","8061990","F8061990","CAMPO FIBRA OPTICA TSP ALPITEL","Anotações de Trabalho","Iniciado","26/08/2024 04:37:51","26/08/2024 04:37:51","26/08/2024 04:37:51","F8061990","","","26/08/2024 04:37:51","F8061990","0"
"TSK240800124396","","","CAMPO FMMT TNE 2","Alteração de Status","Concluido","26/08/2024 04:37:57","","26/08/2024 04:37:57","system","","","26/08/2024 04:37:57","system","0"
"TSK240800124229","System","wfm_agent","CAMPO FMMT TNO","Anotações de Trabalho","Não Iniciado","26/08/2024 04:37:59","26/08/2024 04:37:59","26/08/2024 04:37:59","wfm_agent","","","26/08/2024 04:37:59","wfm_agent","0"
"TSK240800125606","","","CAMPO FMMT TNE 2","Alteração de Status","Não Iniciado","26/08/2024 04:38:34","","26/08/2024 04:38:34","system","","","26/08/2024 04:38:34","system","0"
"TSK240800120392","3335483","T3335483","CAMPO FIBRA OPTICA TSP ALPITEL","Anotações de Trabalho","Iniciado","26/08/2024 04:38:36","26/08/2024 04:38:36","26/08/2024 04:38:36","T3335483","","","26/08/2024 04:38:36","T3335483","0"
"TSK240800119222","System","admin","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:38:46","","26/08/2024 04:38:46","admin","","","26/08/2024 04:38:46","admin","0"
"TSK240800122955","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 04:38:47","","26/08/2024 04:38:47","system","","","26/08/2024 04:38:47","system","0"
"TSK240800124467","","","CAMPO FMMT TCO","Alteração de Status","Concluido","26/08/2024 04:38:50","","26/08/2024 04:38:50","system","","","26/08/2024 04:38:50","system","0"
"TSK240800121090","System","admin","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 04:38:57","","26/08/2024 04:38:57","admin","","","26/08/2024 04:38:57","admin","0"
"TSK240800125607","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 04:38:58","","26/08/2024 04:38:58","system","","","26/08/2024 04:38:58","system","0"
"TSK240800107905","System","admin","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 04:39:10","","26/08/2024 04:39:10","admin","","","26/08/2024 04:39:10","admin","0"
"TSK240800124367","","","CAMPO FMMT TNE 2","Alteração de Status","Concluido","26/08/2024 04:39:26","","26/08/2024 04:39:26","system","","","26/08/2024 04:39:26","system","0"
"TSK240800120644","System","admin","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:39:56","","26/08/2024 04:39:56","admin","","","26/08/2024 04:39:56","admin","0"
"TSK240800122292","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:39:56","","26/08/2024 04:39:56","system","","","26/08/2024 04:39:56","system","0"
"TSK240800118285","System","wfm_agent","CAMPO FMMT TNO","Anotações de Trabalho","Iniciado","26/08/2024 04:39:59","26/08/2024 04:39:59","26/08/2024 04:39:59","wfm_agent","","","26/08/2024 04:39:59","wfm_agent","0"
"TSK240800125470","System","admin","CAMPO FMO TRIAGEM TSP 1","Alteração de Status","Concluido","26/08/2024 04:40:02","","26/08/2024 04:40:02","admin","","","26/08/2024 04:40:02","admin","0"
"TSK240800125470","3710958","T3710958","CAMPO FMO TRIAGEM TSP 1","Alteração de Status","Não Iniciado","26/08/2024 03:10:08","26/08/2024 04:40:02","26/08/2024 03:10:08","T3710958","","","26/08/2024 04:40:02","admin","1"
"TSK240800125609","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 04:40:06","","26/08/2024 04:40:06","system","","","26/08/2024 04:40:06","system","0"
"TSK240800125610","8060059","F8060059","CAMPO FMMT TRJ","Alteração de Status","Não Iniciado","26/08/2024 04:40:08","26/08/2024 04:40:08","26/08/2024 04:40:08","F8060059","","","26/08/2024 04:40:08","F8060059","1"
"TSK240800125611","","","CAMPO FMMT TNO","Alteração de Status","Não Iniciado","26/08/2024 04:40:18","","26/08/2024 04:40:18","system","","","26/08/2024 04:40:18","system","0"
"TSK240800125610","","","CAMPO FMMT TRJ","Alteração de Status","Não Iniciado","26/08/2024 04:40:41","","26/08/2024 04:40:41","system","","","26/08/2024 04:40:41","system","0"
"TSK240800125610","8060059","F8060059","CAMPO FMMT TRJ","Alteração de Status","Pendente","26/08/2024 04:40:08","26/08/2024 04:40:41","26/08/2024 04:40:08","F8060059","","","26/08/2024 04:40:41","system","1"
"TSK240800044505","isoc_acesso","isoc_acesso","CAMPO FMMT TCO","Anotações de Trabalho","Concluido","26/08/2024 04:41:17","26/08/2024 04:41:17","26/08/2024 04:41:17","isoc_acesso","","","26/08/2024 04:41:17","isoc_acesso","0"
"TSK240800121959","System","admin","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 04:41:18","","26/08/2024 04:41:18","admin","","","26/08/2024 04:41:18","admin","0"
"TSK240800096551","System","admin","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:41:19","","26/08/2024 04:41:19","admin","","","26/08/2024 04:41:19","admin","0"
"TSK240800044419","isoc_acesso","isoc_acesso","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Concluido","26/08/2024 04:41:20","26/08/2024 04:41:20","26/08/2024 04:41:20","isoc_acesso","","","26/08/2024 04:41:20","isoc_acesso","0"
"TSK240800121729","System","admin","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 04:41:22","","26/08/2024 04:41:22","admin","","","26/08/2024 04:41:22","admin","0"
"TSK240800044495","isoc_acesso","isoc_acesso","CAMPO FMO TRJ 1","Anotações de Trabalho","Concluido","26/08/2024 04:41:24","26/08/2024 04:41:24","26/08/2024 04:41:24","isoc_acesso","","","26/08/2024 04:41:24","isoc_acesso","0"
"TSK240800125372","System","wfm_agent","CAMPO FMMT TNO","Anotações de Trabalho","Iniciado","26/08/2024 04:41:29","26/08/2024 04:41:29","26/08/2024 04:41:29","wfm_agent","","","26/08/2024 04:41:29","wfm_agent","0"
"TSK240800125372","System","wfm_agent","CAMPO FMMT TNO","Alteração de Status","Iniciado","26/08/2024 03:27:36","26/08/2024 04:41:57","26/08/2024 03:27:36","wfm_agent","","","26/08/2024 04:41:57","system","1"
"TSK240800125372","System","wfm_agent","CAMPO FMMT TNO","Anotações de Trabalho","Validar","26/08/2024 04:41:59","26/08/2024 04:41:59","26/08/2024 04:41:59","wfm_agent","","","26/08/2024 04:41:59","wfm_agent","0"
"TSK240800109868","System","admin","CAMPO FMMT TSL","Alteração de Status","Concluido","26/08/2024 04:42:02","","26/08/2024 04:42:02","admin","","","26/08/2024 04:42:02","admin","0"
"TSK240800125080","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Iniciado","26/08/2024 04:42:08","26/08/2024 04:42:08","26/08/2024 04:42:08","wfm_agent","","","26/08/2024 04:42:08","wfm_agent","0"
"TSK240800125080","System","wfm_agent","CAMPO FMMT TCO","Alteração de Status","Iniciado","26/08/2024 04:05:57","26/08/2024 04:42:19","26/08/2024 04:05:57","wfm_agent","","","26/08/2024 04:42:19","system","1"
"TSK240800115748","System","admin","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 04:42:37","","26/08/2024 04:42:37","admin","","","26/08/2024 04:42:37","admin","0"
"TSK240800120264","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:42:48","","26/08/2024 04:42:48","system","","","26/08/2024 04:42:48","system","0"
"TSK240800121602","System","admin","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 04:43:29","","26/08/2024 04:43:29","admin","","","26/08/2024 04:43:29","admin","0"
"TSK240800117548","System","admin","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 04:44:01","","26/08/2024 04:44:01","admin","","","26/08/2024 04:44:01","admin","0"
"TSK240800118111","","","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 04:44:40","","26/08/2024 04:44:40","system","","","26/08/2024 04:44:40","system","0"
"TSK240800120950","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:44:59","","26/08/2024 04:44:59","system","","","26/08/2024 04:44:59","system","0"
"TSK240800104787","System","admin","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:45:25","","26/08/2024 04:45:25","admin","","","26/08/2024 04:45:25","admin","0"
"TSK240800044505","isoc_acesso","isoc_acesso","CAMPO FMMT TCO","Anotações de Trabalho","Concluido","26/08/2024 04:46:19","26/08/2024 04:46:19","26/08/2024 04:46:19","isoc_acesso","","","26/08/2024 04:46:19","isoc_acesso","0"
"TSK240800044419","isoc_acesso","isoc_acesso","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Concluido","26/08/2024 04:46:22","26/08/2024 04:46:22","26/08/2024 04:46:22","isoc_acesso","","","26/08/2024 04:46:22","isoc_acesso","0"
"TSK240800121771","","","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 04:46:25","","26/08/2024 04:46:25","system","","","26/08/2024 04:46:25","system","0"
"TSK240800044495","isoc_acesso","isoc_acesso","CAMPO FMO TRJ 1","Anotações de Trabalho","Concluido","26/08/2024 04:46:25","26/08/2024 04:46:25","26/08/2024 04:46:25","isoc_acesso","","","26/08/2024 04:46:25","isoc_acesso","0"
"TSK240800122245","","","CAMPO FMO TMG","Alteração de Status","Concluido","26/08/2024 04:46:26","","26/08/2024 04:46:26","system","","","26/08/2024 04:46:26","system","0"
"TSK240800125314","","","CAMPO FMMT TMG","Alteração de Status","Não Iniciado","26/08/2024 01:36:45","26/08/2024 04:46:42","26/08/2024 01:36:45","system","","","26/08/2024 04:46:42","wfm_agent","1"
"TSK240800117551","System","admin","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 04:46:46","","26/08/2024 04:46:46","admin","","","26/08/2024 04:46:46","admin","0"
"TSK240800118114","System","admin","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:47:11","","26/08/2024 04:47:11","admin","","","26/08/2024 04:47:11","admin","0"
"TSK240800125222","System","wfm_agent","CAMPO FMMT TNO","Alteração de Status","Iniciado","26/08/2024 02:33:52","26/08/2024 04:47:31","26/08/2024 02:33:52","wfm_agent","","","26/08/2024 04:47:31","F8061990","1"
"TSK240800118363","System","admin","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:48:03","","26/08/2024 04:48:03","admin","","","26/08/2024 04:48:03","admin","0"
"TSK240800125222","System","wfm_agent","CAMPO FMMT TNO","Anotações de Trabalho","Pendente","26/08/2024 04:48:17","26/08/2024 04:48:17","26/08/2024 04:48:17","wfm_agent","","","26/08/2024 04:48:17","wfm_agent","0"
"TSK240800125368","8083407","F8083407","CAMPO FMMT TRJ","Anotações de Trabalho","Não Iniciado","26/08/2024 04:48:19","26/08/2024 04:48:19","26/08/2024 04:48:19","F8083407","","","26/08/2024 04:48:19","F8083407","0"
"TSK240800077773","System","admin","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:48:23","","26/08/2024 04:48:23","admin","","","26/08/2024 04:48:23","admin","0"
"TSK240800125620","","","CAMPO FMMT TNO","Alteração de Status","Não Iniciado","26/08/2024 04:48:25","","26/08/2024 04:48:25","system","","","26/08/2024 04:48:25","system","0"
"TSK240800116684","System","admin","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:48:31","","26/08/2024 04:48:31","admin","","","26/08/2024 04:48:31","admin","0"
"TSK240800119379","System","admin","CAMPO FMMT TNO","Alteração de Status","Concluido","26/08/2024 04:48:32","","26/08/2024 04:48:32","admin","","","26/08/2024 04:48:32","admin","0"
"TSK240800123465","","","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 04:49:34","","26/08/2024 04:49:34","system","","","26/08/2024 04:49:34","system","0"
"TSK240800114109","System","admin","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 04:49:46","","26/08/2024 04:49:46","admin","","","26/08/2024 04:49:46","admin","0"
"TSK240800118515","System","admin","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:49:54","","26/08/2024 04:49:54","admin","","","26/08/2024 04:49:54","admin","0"
"TSK240800125622","8060757","F8060757","CAMPO FMMT TMG","Alteração de Status","Não Iniciado","26/08/2024 04:50:08","","26/08/2024 04:50:08","F8060757","","","26/08/2024 04:50:08","F8060757","0"
"TSK240800125622","8060757","F8060757","CAMPO FMMT TMG","Anotações de Trabalho","Não Iniciado","26/08/2024 04:50:10","26/08/2024 04:50:10","26/08/2024 04:50:10","F8060757","","","26/08/2024 04:50:10","F8060757","0"
"TSK240800125622","8060757","F8060757","CAMPO FMMT TMG","Anotações de Trabalho","Não Iniciado","26/08/2024 04:50:10","26/08/2024 04:50:10","26/08/2024 04:50:10","F8060757","","","26/08/2024 04:50:10","F8060757","0"
"TSK240800044505","isoc_acesso","isoc_acesso","CAMPO FMMT TCO","Anotações de Trabalho","Concluido","26/08/2024 04:51:18","26/08/2024 04:51:18","26/08/2024 04:51:18","isoc_acesso","","","26/08/2024 04:51:18","isoc_acesso","0"
"TSK240800044419","isoc_acesso","isoc_acesso","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Concluido","26/08/2024 04:51:21","26/08/2024 04:51:21","26/08/2024 04:51:21","isoc_acesso","","","26/08/2024 04:51:21","isoc_acesso","0"
"TSK240800044495","isoc_acesso","isoc_acesso","CAMPO FMO TRJ 1","Anotações de Trabalho","Concluido","26/08/2024 04:51:25","26/08/2024 04:51:25","26/08/2024 04:51:25","isoc_acesso","","","26/08/2024 04:51:25","isoc_acesso","0"
"TSK240800120924","","","CAMPO FMMT TSP","Alteração de Status","Validar","26/08/2024 04:31:24","26/08/2024 04:51:25","26/08/2024 04:31:24","system","","","26/08/2024 04:51:25","system","1"
"TSK240800120924","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 04:51:25","","26/08/2024 04:51:25","system","","","26/08/2024 04:51:25","system","0"
"TSK240800120924","","","CAMPO FMMT TSP","Anotações de Trabalho","Não Iniciado","26/08/2024 04:51:28","26/08/2024 04:51:28","26/08/2024 04:51:28","system","","","26/08/2024 04:51:28","system","0"
"TSK240800124720","System","wfm_agent","CAMPO FMMT TRJ","Anotações de Trabalho","Iniciado","26/08/2024 04:52:00","26/08/2024 04:52:00","26/08/2024 04:52:00","wfm_agent","","","26/08/2024 04:52:00","wfm_agent","0"
"TSK240800120392","8089235","F8089235","CAMPO FIBRA OPTICA TSP ALPITEL","Anotações de Trabalho","Iniciado","26/08/2024 04:52:18","26/08/2024 04:52:18","26/08/2024 04:52:18","F8089235","","","26/08/2024 04:52:18","F8089235","0"
"TSK240800114262","","","CAMPO FMMT TNE 2","Alteração de Status","Concluido","26/08/2024 04:52:23","","26/08/2024 04:52:23","system","","","26/08/2024 04:52:23","system","0"
"TSK240800120392","System","wfm_agent","CAMPO FIBRA OPTICA TSP ALPITEL","Alteração de Status","Iniciado","26/08/2024 04:30:53","26/08/2024 04:53:15","26/08/2024 04:30:53","wfm_agent","","","26/08/2024 04:53:15","system","1"
"TSK240800097830","System","admin","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 04:53:17","","26/08/2024 04:53:17","admin","","","26/08/2024 04:53:17","admin","0"
"TSK240800119079","System","admin","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:53:19","","26/08/2024 04:53:19","admin","","","26/08/2024 04:53:19","admin","0"
"TSK240800125539","System","wfm_agent","CAMPO FMO TNO","Anotações de Trabalho","Não Iniciado","26/08/2024 04:53:30","26/08/2024 04:53:30","26/08/2024 04:53:30","wfm_agent","","","26/08/2024 04:53:30","wfm_agent","0"
"TSK240800125626","","","CAMPO FMMT TRJ","Alteração de Status","Não Iniciado","26/08/2024 04:53:40","","26/08/2024 04:53:40","system","","","26/08/2024 04:53:40","system","0"
"TSK240800125326","8089235","F8089235","CAMPO FMO TRJ 1","Alteração de Status","Não Iniciado","26/08/2024 01:45:31","26/08/2024 04:53:47","26/08/2024 01:45:31","F8089235","","","26/08/2024 04:53:47","wfm_agent","1"
"TSK240800124642","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Iniciado","26/08/2024 04:54:02","26/08/2024 04:54:02","26/08/2024 04:54:02","wfm_agent","","","26/08/2024 04:54:02","wfm_agent","0"
"TSK240800123264","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:54:19","","26/08/2024 04:54:19","system","","","26/08/2024 04:54:19","system","0"
"TSK240800125629","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 04:54:25","","26/08/2024 04:54:25","system","","","26/08/2024 04:54:25","system","0"
"TSK240800125211","","","CAMPO FMMT TNE","Alteração de Status","Não Iniciado","26/08/2024 00:34:12","26/08/2024 04:54:31","26/08/2024 00:34:12","system","","","26/08/2024 04:54:31","admin","1"
"TSK240800125211","System","admin","CAMPO FMMT TNE","Alteração de Status","Concluido","26/08/2024 04:54:31","","26/08/2024 04:54:31","admin","","","26/08/2024 04:54:31","admin","0"
"TSK240800121075","System","admin","CAMPO FMO TNE","Alteração de Status","Concluido","26/08/2024 04:54:32","","26/08/2024 04:54:32","admin","","","26/08/2024 04:54:32","admin","0"
"TSK240800120798","","","CAMPO FMMT TRJ","Alteração de Status","Não Concluído","26/08/2024 00:23:02","26/08/2024 04:54:39","26/08/2024 00:23:02","system","","","26/08/2024 04:54:39","system","1"
"TSK240800120798","","","CAMPO FMMT TRJ","Alteração de Status","Não Iniciado","26/08/2024 04:54:39","","26/08/2024 04:54:39","system","","","26/08/2024 04:54:39","system","0"
"TSK240800120798","","","CAMPO FMMT TRJ","Anotações de Trabalho","Não Iniciado","26/08/2024 04:54:41","26/08/2024 04:54:41","26/08/2024 04:54:41","system","","","26/08/2024 04:54:41","system","0"
"TSK240800125326","","","CAMPO FMO TRJ 1","Alteração de Status","Não Concluído","26/08/2024 04:54:41","","26/08/2024 04:54:41","system","","","26/08/2024 04:54:41","system","0"
"TSK240800125326","System","wfm_agent","CAMPO FMO TRJ 1","Alteração de Status","Iniciado","26/08/2024 04:53:47","26/08/2024 04:54:41","26/08/2024 04:53:47","wfm_agent","","","26/08/2024 04:54:41","system","1"
"TSK240800125326","System","wfm_agent","CAMPO FMO TRJ 1","Anotações de Trabalho","Não Concluído","26/08/2024 04:54:49","26/08/2024 04:54:49","26/08/2024 04:54:49","wfm_agent","","","26/08/2024 04:54:49","wfm_agent","0"
"TSK240800120525","System","admin","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 04:55:59","","26/08/2024 04:55:59","admin","","","26/08/2024 04:55:59","admin","0"
"TSK240800125575","System","wfm_agent","CAMPO FMMT TCO","Anotações de Trabalho","Não Iniciado","26/08/2024 04:56:01","26/08/2024 04:56:01","26/08/2024 04:56:01","wfm_agent","","","26/08/2024 04:56:01","wfm_agent","0"
"TSK240800118255","System","admin","CAMPO FMMT TNE 2","Alteração de Status","Concluido","26/08/2024 04:56:15","","26/08/2024 04:56:15","admin","","","26/08/2024 04:56:15","admin","0"
"TSK240800044505","isoc_acesso","isoc_acesso","CAMPO FMMT TCO","Anotações de Trabalho","Concluido","26/08/2024 04:56:18","26/08/2024 04:56:18","26/08/2024 04:56:18","isoc_acesso","","","26/08/2024 04:56:18","isoc_acesso","0"
"TSK240800115117","System","admin","CAMPO FMMT TMG","Alteração de Status","Concluido","26/08/2024 04:56:19","","26/08/2024 04:56:19","admin","","","26/08/2024 04:56:19","admin","0"
"TSK240800044419","isoc_acesso","isoc_acesso","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Concluido","26/08/2024 04:56:21","26/08/2024 04:56:21","26/08/2024 04:56:21","isoc_acesso","","","26/08/2024 04:56:21","isoc_acesso","0"
"TSK240800044495","isoc_acesso","isoc_acesso","CAMPO FMO TRJ 1","Anotações de Trabalho","Concluido","26/08/2024 04:56:26","26/08/2024 04:56:26","26/08/2024 04:56:26","isoc_acesso","","","26/08/2024 04:56:26","isoc_acesso","0"
"TSK240800118406","System","admin","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 04:56:44","","26/08/2024 04:56:44","admin","","","26/08/2024 04:56:44","admin","0"
"TSK240800125637","","","CAMPO FMMT TMG","Alteração de Status","Não Iniciado","26/08/2024 04:57:32","","26/08/2024 04:57:32","system","","","26/08/2024 04:57:32","system","0"
"TSK240800118396","System","admin","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 04:58:18","","26/08/2024 04:58:18","admin","","","26/08/2024 04:58:18","admin","0"
"TSK240800119195","System","admin","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:58:31","","26/08/2024 04:58:31","admin","","","26/08/2024 04:58:31","admin","0"
"TSK240800120586","System","admin","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 04:58:33","","26/08/2024 04:58:33","admin","","","26/08/2024 04:58:33","admin","0"
"TSK240800108166","System","admin","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 04:58:34","","26/08/2024 04:58:34","admin","","","26/08/2024 04:58:34","admin","0"
"TSK240800107790","System","admin","CAMPO FMMT TRJ","Alteração de Status","Concluido","26/08/2024 04:58:38","","26/08/2024 04:58:38","admin","","","26/08/2024 04:58:38","admin","0"
"TSK240800125463","","","CAMPO FMMT TSP","Alteração de Status","Validar","26/08/2024 04:29:18","26/08/2024 04:59:20","26/08/2024 04:29:18","system","","","26/08/2024 04:59:20","system","1"
"TSK240800125463","","","CAMPO FMMT TSP","Alteração de Status","Concluido","26/08/2024 04:59:20","","26/08/2024 04:59:20","system","","","26/08/2024 04:59:20","system","0"
"TSK240800124000","System","wfm_agent","CAMPO FMMT TNO","Anotações de Trabalho","Iniciado","26/08/2024 04:59:31","26/08/2024 04:59:31","26/08/2024 04:59:31","wfm_agent","","","26/08/2024 04:59:31","wfm_agent","0"
"TSK240800119627","System","wfm_agent","CAMPO FMMT TSP","Anotações de Trabalho","Não Iniciado","26/08/2024 05:00:01","26/08/2024 05:00:01","26/08/2024 05:00:01","wfm_agent","","","26/08/2024 05:00:01","wfm_agent","0"
"TSK240800101628","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 05:00:01","26/08/2024 14:47:02","26/08/2024 05:00:01","system","","","26/08/2024 14:47:02","wfm_agent","1"
"TSK240800125657","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 05:00:57","","26/08/2024 05:00:57","system","","","26/08/2024 05:00:57","system","0"
"TSK240800125660","","","CAMPO FMMT TSL","Alteração de Status","Não Iniciado","26/08/2024 05:01:06","","26/08/2024 05:01:06","system","","","26/08/2024 05:01:06","system","0"
"TSK240800125661","","","CAMPO FMMT TRJ","Alteração de Status","Não Iniciado","26/08/2024 05:01:06","","26/08/2024 05:01:06","system","","","26/08/2024 05:01:06","system","0"
"TSK240800125662","","","CAMPO FMMT TSP","Alteração de Status","Não Iniciado","26/08/2024 05:01:08","","26/08/2024 05:01:08","system","","","26/08/2024 05:01:08","system","0"
"TSK240800125666","","","CAMPO FMMT TMG","Alteração de Status","Não Iniciado","26/08/2024 05:01:09","","26/08/2024 05:01:09","system","","","26/08/2024 05:01:09","system","0"
"TSK240800125669","","","CAMPO FMMT TMG","Alteração de Status","Não Iniciado","26/08/2024 05:01:23","","26/08/2024 05:01:23","system","","","26/08/2024 05:01:23","system","0"
"TSK240800044505","isoc_acesso","isoc_acesso","CAMPO FMMT TCO","Anotações de Trabalho","Concluido","26/08/2024 05:01:38","26/08/2024 05:01:38","26/08/2024 05:01:38","isoc_acesso","","","26/08/2024 05:01:38","isoc_acesso","0"
"TSK240800044419","isoc_acesso","isoc_acesso","CAMPO FMO TRIAGEM TSP 1","Anotações de Trabalho","Concluido","26/08/2024 05:01:42","26/08/2024 05:01:42","26/08/2024 05:01:42","isoc_acesso","","","26/08/2024 05:01:42","isoc_acesso","0"
"TSK240800044495","isoc_acesso","isoc_acesso","CAMPO FMO TRJ 1","Anotações de Trabalho","Concluido","26/08/2024 05:01:45","26/08/2024 05:01:45","26/08/2024 05:01:45","isoc_acesso","","","26/08/2024 05:01:45","isoc_acesso","0"
